,student_id,score,number,mes_z,mes_T,mes_dengdi,composite_scores
0,13012,0.0,2,0.0,0.0,0.0,0.6
1,13949,17.963636363636365,1,0.2597947275,82.0783575,0.475499575,12.874545454545455
2,13952,26.58181818181818,1,0.0726282,80.58102285714287,0.44097234142857145,18.907272727272723
3,13954,0.0,1,0.0,0.0,0.0,0.3
4,13957,29.036363636363635,1,0.13561827142857144,81.08494857142857,0.43904350999999997,20.625454545454545
5,13959,18.900000000000002,2,0.7089788499999999,85.67183,0.22062465,13.83
6,13963,58.77272727272727,1,0.30866234545454546,82.46929909090909,0.4398440454545455,41.44090909090909
7,13966,30.7,1,1.0932212857142856,88.74577142857143,0.09234599571428571,21.79
8,13967,18.545454545454547,1,0.59520285,84.76162,0.325945775,13.281818181818183
9,13968,27.05454545454546,1,0.5372502428571428,84.29800142857142,0.3074068374285714,19.238181818181822
10,13971,16.272727272727273,2,-0.316370395,77.46903499999999,0.6115992,11.99090909090909
11,13973,33.63636363636363,1,0.9446336166666667,87.55706666666667,0.24009561199999999,23.845454545454544
12,13975,30.854545454545452,2,0.8550022014285714,86.84001857142857,0.24465317714285714,22.198181818181816
13,13977,25.58181818181818,1,-0.9934156371428572,72.05267571428571,0.7882241,18.207272727272724
14,13980,27.218181818181815,3,-0.10219963571428572,79.18240285714286,0.5841260571428571,19.95272727272727
15,13981,21.181818181818183,2,0.035767749999999994,80.28614166666667,0.4802700166666667,15.427272727272728
16,13982,24.745454545454546,1,-0.5993719985714285,75.20502571428571,0.7377024571428572,17.62181818181818
17,13983,26.645454545454548,2,0.25390897714285715,82.03126999999999,0.42432453714285717,19.251818181818184
18,13984,25.19090909090909,1,0.4176664742857143,83.34133142857142,0.39024136000000004,17.933636363636364
19,13985,30.127272727272725,1,0.9419969428571429,87.53597428571427,0.18499551857142857,21.389090909090907
20,13986,48.22727272727273,1,-0.40374560000000004,76.77003363636364,0.6114179818181819,34.059090909090905
21,13989,17.518181818181816,1,0.459695925,83.6775625,0.40288375,12.56272727272727
22,13990,24.245454545454546,1,-0.015202728571428554,79.87837714285715,0.55487645,17.271818181818183
23,13991,0.0,1,0.0,0.0,0.0,0.3
24,13996,51.68181818181818,1,-0.44311706363636366,76.45506454545455,0.7170707636363637,36.47727272727272
25,13997,15.581818181818182,2,-0.7918896,73.6648825,0.8120714499999999,11.507272727272726
26,13998,14.3,1,-0.8566465750000001,73.14682499999999,0.8196316,10.31
27,13999,28.4,1,0.5562589771428571,84.45007285714284,0.33100788142857146,20.18
28,14002,26.263636363636362,1,-0.2730731657142857,77.81541714285713,0.6484708571428571,18.684545454545454
29,14003,20.827272727272728,1,-0.14840066666666665,78.812795,0.5406003833333334,14.879090909090909
30,14004,18.554545454545455,2,0.09354791999999998,80.748382,0.42507210000000006,13.588181818181818
31,14005,17.654545454545453,1,0.022503849999999992,80.1800325,0.54011515,12.658181818181816
32,14006,0.0,1,0.0,0.0,0.0,0.3
33,14013,18.263636363636365,1,0.430982325,83.4478575,0.39185559000000003,13.084545454545456
34,14015,26.49090909090909,1,0.35399769999999997,82.83198142857142,0.46122488571428566,18.84363636363636
35,14016,26.218181818181815,1,-0.33478899999999995,77.32168714285714,0.5715813328571429,18.65272727272727
36,14017,15.4,1,-0.421096875,76.631225,0.679033875,11.08
37,14019,17.990909090909092,1,-0.006412920000000011,79.948694,0.52187756,12.893636363636364
38,14020,18.554545454545455,2,0.8096466,86.4771725,0.2679157375,13.588181818181818
39,14022,27.58181818181818,1,-0.25830590000000003,77.93355428571428,0.5097874,19.607272727272726
40,14025,29.327272727272728,1,0.42791940142857143,83.4233557142857,0.38842499714285716,20.829090909090908
41,14026,26.063636363636363,1,0.06177632857142856,80.49421142857143,0.4983572,18.544545454545453
42,14027,53.81818181818182,2,0.7078833718181818,85.66306727272728,0.2831119590909091,38.27272727272727
43,14028,16.763636363636365,1,-0.008132499999999973,79.93494000000001,0.5181903999999999,12.034545454545455
44,14030,18.28181818181818,2,0.44801715,83.5841375,0.44926745,13.397272727272727
45,14031,27.45194818181818,2,0.5433273857142857,84.3466157142857,0.30959528571428574,19.816363727272726
46,14032,22.236363636363635,1,0.20190870000000002,81.61526599999999,0.46929558,15.865454545454543
47,14034,21.48961,1,-0.8820712142857143,72.94343,0.6754944714285714,15.342726999999998
48,14035,15.445454545454545,1,-0.9599185749999999,72.32065,0.775228075,11.111818181818181
49,14036,17.87272727272727,2,0.1307276525,81.0458225,0.5606800000000001,13.11090909090909
50,14039,15.854545454545455,1,-0.43026002249999995,76.55792,0.612028225,11.398181818181818
51,14043,16.418181818181818,1,0.004272299999999993,80.0341775,0.485925375,11.792727272727273
52,14045,26.61818181818182,1,-0.03408067142857142,79.7273542857143,0.4762602142857143,18.932727272727274
53,14046,0.0,1,0.0,0.0,0.0,0.3
54,14048,18.71818181818182,1,0.6133214499999999,84.9065725,0.3474665,13.402727272727272
55,14049,29.172727272727272,1,0.8567141714285714,86.85371428571429,0.24357207857142857,20.72090909090909
56,14052,21.599999999999998,1,0.5769459,84.61556833333333,0.3801420566666667,15.419999999999998
57,14054,16.327272727272728,2,0.022386269999999993,80.1790875,0.56977795,12.02909090909091
58,14056,18.181818181818183,1,0.5670882500000001,84.5367075,0.283293475,13.02727272727273
59,14057,27.10909090909091,1,-0.013700928571428557,79.89039285714286,0.5566943714285715,19.276363636363637
60,14059,52.36363636363637,1,-0.23385445454545453,78.12916363636363,0.6204712636363636,36.95454545454545
61,14060,53.54545454545455,1,0.6956166581818182,85.56493363636365,0.2961335818181818,37.781818181818174
62,14064,16.663636363636364,1,-0.529665975,75.76267250000001,0.6344913,11.964545454545455
63,14072,45.04545454545455,1,-0.3033140181818182,77.57348818181818,0.6563994,31.831818181818182
64,14079,17.554545454545455,1,0.346220625,82.769765,0.348412225,12.588181818181818
65,14080,17.427272727272726,2,0.20028487499999997,81.6022775,0.433722475,12.799090909090907
66,14081,15.663636363636364,3,-0.33016147500000004,77.3587075,0.6805068,11.864545454545455
67,14083,16.490909090909092,1,-0.9872883475,72.1016925,0.726907625,11.843636363636364
68,14086,23.027272727272727,1,0.10791424285714286,80.86331285714286,0.5098427471428572,16.419090909090908
69,14087,25.463636363636365,1,0.18680068,81.4944057142857,0.5194938285714286,18.124545454545455
70,14088,16.418181818181818,1,-0.10924834999999998,79.1260125,0.56182865,11.792727272727273
71,14090,23.366233636363635,1,0.45537596,83.643006,0.34143034,16.656363545454543
72,14091,19.927272727272726,1,-0.9158288428571428,72.67336714285715,0.73286,14.249090909090908
73,14092,14.554545454545455,1,-1.63240185,66.9407825,0.8447667000000001,10.488181818181818
74,14097,24.99090909090909,1,-0.02160638571428572,79.82714714285714,0.5049782985714285,17.793636363636363
75,14100,26.245454545454546,2,0.07378629285714289,80.59029,0.5521439785714286,18.971818181818183
76,14104,24.52857181818182,2,0.18726327142857144,81.49810571428573,0.5143275571428572,17.770000272727273
77,14105,50.36363636363637,1,0.28333566363636364,82.26668454545455,0.4179205581818182,35.554545454545455
78,14109,54.36363636363637,1,0.7007205,85.60576181818182,0.3024651255454545,38.35454545454545
79,14110,29.827272727272728,1,0.4650412014285714,83.72033142857143,0.4258086057142857,21.17909090909091
80,14112,29.39090909090909,2,1.0908488285714284,88.72679000000001,0.11158910342857142,21.173636363636362
81,14113,18.181818181818183,2,0.5994581,84.795665,0.330725675,13.327272727272728
82,14114,18.972727272727273,1,0.3835863275,83.0686925,0.39678574749999995,13.58090909090909
83,14117,17.754545454545454,1,0.89385945,87.1508725,0.18930819499999998,12.728181818181818
84,14118,18.099999999999998,1,0.9949751250000001,87.9598,0.1391120325,12.969999999999999
85,14120,23.954545454545453,2,-0.16371575714285716,78.69027000000001,0.5575450142857143,17.368181818181817
86,14121,15.736363636363636,3,-0.62211942,75.023042,0.73199426,11.915454545454546
87,14123,23.645454545454548,1,0.014055899999999994,80.11244571428571,0.49812904714285716,16.851818181818185
88,14125,53.18181818181818,2,0.5725701545454546,84.58056272727273,0.30852979090909094,37.82727272727273
89,14127,47.22727272727273,1,-0.04037140818181819,79.67702909090909,0.5770367636363637,33.3590909090909
90,14128,17.036363636363635,2,-0.26277822500000003,77.8977725,0.6497016,12.525454545454544
91,14130,29.00909090909091,1,0.9769300285714285,87.81544,0.15723213714285714,20.60636363636364
92,14133,46.27272727272727,2,-1.0521417181818182,71.58286636363636,0.8329437,32.99090909090909
93,14134,16.71818181818182,1,-0.29017425,77.678605,0.600956375,12.002727272727274
94,14136,46.0,1,0.3167825888888889,82.5342611111111,0.40202009888888884,32.49999999999999
95,14138,24.829870000000003,1,0.04309802285714286,80.34478571428572,0.6039285285714285,17.680909000000003
96,14140,16.236363636363635,1,-0.30392006999999993,77.5686375,0.64680445,11.665454545454544
97,14143,27.145454545454548,1,0.34589992857142854,82.7672,0.3967675685714286,19.301818181818184
98,14146,54.22727272727273,1,-0.1999647718181818,78.40028363636362,0.6455885272727273,38.2590909090909
99,14150,27.0,1,-0.7273156625,74.18147375000001,0.756486075,19.2
100,14152,15.536363636363637,1,-0.8819947475,72.944045,0.797931275,11.175454545454546
101,14158,49.27272727272727,1,-0.2843803,77.72495636363637,0.5942082181818182,34.79090909090909
102,14159,25.672727272727272,1,0.5491217428571428,84.39297428571429,0.33030138571428574,18.27090909090909
103,14160,16.518181818181816,2,0.51330998,84.10648,0.35162653499999996,12.16272727272727
104,14161,15.754545454545456,2,-0.317665725,77.458675,0.5887751999999999,11.628181818181819
105,14164,12.145454545454545,1,-1.3196879000000001,69.442495,0.789284725,8.80181818181818
106,14168,28.181818181818183,1,-2.8313005454545457,57.34959545454546,0.9823312454545455,20.027272727272727
107,14169,12.627272727272727,1,-1.406967075,68.7442625,0.8797357,9.139090909090909
108,14171,23.627272727272725,1,-0.24127984285714285,78.06976285714286,0.5798843571428571,16.839090909090906
109,14172,18.29090909090909,1,-1.7401138285714286,66.07908714285715,0.9006027571428571,13.103636363636362
110,14174,41.163636363636364,1,-0.8485939363636364,73.21124727272728,0.7438887427272728,29.114545454545453
111,14178,45.68181818181818,1,-0.6155781545454545,75.07537454545455,0.7008298727272727,32.277272727272724
112,14179,27.99090909090909,1,0.6977926571428571,85.58234,0.25393355714285715,19.89363636363636
113,14180,45.72727272727273,2,-0.2220999,78.22319909090909,0.6342798181818182,32.60909090909091
114,14181,29.11818181818182,1,0.7311377697142857,85.84910428571428,0.31388161000000003,20.682727272727274
115,14182,54.72727272727273,1,0.5817945181818183,84.65435545454545,0.31381095454545455,38.6090909090909
116,14185,43.95454545454545,1,-0.705121369,74.359031,0.73131077,31.068181818181817
117,14186,23.91818181818182,1,0.06956066000000002,80.55648285714285,0.5256032571428572,17.042727272727276
118,14188,25.19090909090909,2,-0.8099455285714285,73.52043571428571,0.7422392,18.233636363636364
119,14190,23.9,1,0.6598474,85.278778,0.2761842,17.029999999999998
120,14191,24.91818181818182,1,-0.23196838285714283,78.14425142857144,0.5521095428571429,17.742727272727276
121,14192,49.45454545454545,1,0.06894838272727272,80.55158909090909,0.4953719081818182,34.918181818181814
122,14193,41.86363636363637,1,-0.8855435181818181,72.9156509090909,0.782995,29.604545454545455
123,14194,45.72727272727273,1,-0.22963582454545453,78.16291272727273,0.6682454636363636,32.309090909090905
124,14195,28.736363636363638,2,0.9950974714285714,87.96078,0.21992831714285715,20.71545454545455
125,14197,50.72727272727273,2,0.3949884109090909,83.15990727272728,0.37275884181818186,36.10909090909091
126,14198,17.7,2,0.65436765,85.2349375,0.30048525,12.989999999999998
127,14200,14.19090909090909,1,-1.1772441,70.5820475,0.8533753749999999,10.233636363636363
128,14204,53.45454545454545,2,0.5436739454545454,84.34939181818181,0.3411556,38.018181818181816
129,14206,52.13636363636363,1,0.30708803636363635,82.45670363636363,0.45770581818181816,36.79545454545454
130,14210,24.963636363636365,1,0.27124568285714284,82.16996428571429,0.4286318742857143,17.774545454545454
131,14213,25.58311727272727,3,0.2701848371428571,82.16147857142857,0.4920649285714286,18.80818209090909
132,14215,27.636363636363637,1,0.7833148857142858,86.26652,0.26883583714285714,19.645454545454545
133,14217,51.77272727272727,1,0.20037407363636364,81.60299181818182,0.48233089090909087,36.54090909090909
134,14221,21.236363636363635,1,-1.6130544714285713,67.09556285714287,0.9148088999999999,15.165454545454544
135,14223,26.845454545454547,1,0.6985400142857142,85.58832,0.23838918285714286,19.091818181818184
136,14225,24.672727272727272,1,0.11107900571428572,80.88863142857143,0.5584871,17.57090909090909
137,14226,50.04545454545455,1,0.04088363909090909,80.32706818181818,0.513624,35.33181818181818
138,14234,50.45454545454545,2,0.13628339818181814,81.09026636363636,0.4571746363636364,35.918181818181814
139,14236,53.31818181818182,2,0.21422725454545455,81.71381636363637,0.4268908218181818,37.92272727272727
140,14238,22.74935090909091,1,-0.08243604285714287,79.34051,0.54051185,16.224545636363636
141,14240,15.572727272727274,1,-0.58957255,75.28342,0.7132316750000001,11.200909090909091
142,14241,39.13636363636363,2,-0.9721483000000001,72.222815,0.75417515,27.995454545454542
143,14242,22.25714272727273,2,-0.23081614285714286,78.15347142857142,0.6458061428571428,16.17999990909091
144,14243,15.236363636363636,1,-0.10441559999999998,79.16467,0.5457666,10.965454545454545
145,14244,0.0,1,0.0,0.0,0.0,0.3
146,14246,28.027272727272727,1,-0.5278109571428572,75.77751142857143,0.6736954771428572,19.919090909090908
147,14249,18.863636363636363,2,1.0701574,88.561255,0.16756450250000002,13.804545454545453
148,14254,25.663636363636364,2,0.19195810000000005,81.53566285714285,0.4718807857142857,18.564545454545456
149,14255,14.509090909090908,1,-0.89881066,72.80951,0.7266418,10.456363636363635
150,14256,13.518181818181818,1,-0.4652428,76.27805666666667,0.7101159666666667,9.762727272727272
151,14259,22.60909090909091,1,-0.12209485714285716,79.02324142857142,0.5526501585714286,16.126363636363635
152,14261,56.81818181818182,1,0.8380745454545455,86.70459636363636,0.26845976163636365,40.07272727272727
153,14264,16.11818181818182,1,0.249937775,81.9995025,0.4053627675,11.582727272727274
154,14265,13.327272727272726,1,-1.1786302,70.570955,0.8507512,9.629090909090909
155,14266,18.454545454545453,1,0.8752809,87.0022475,0.22704638,13.218181818181817
156,14267,31.227272727272727,1,-2.03154149,63.747667,0.92940456,22.159090909090907
157,14268,14.963636363636363,2,-0.558498375,75.53201,0.654264625,11.074545454545452
158,14269,22.145454545454545,1,-0.558594,75.5312457142857,0.6636383857142858,15.80181818181818
159,14270,15.963636363636363,1,-0.61211256,75.1031,0.696374575,11.474545454545455
160,14272,22.463636363636365,1,-0.45951002857142853,76.32391857142856,0.7015761571428571,16.024545454545454
161,14273,36.54545454545455,1,-1.1245072999999999,71.00394200000001,0.79587598,25.881818181818183
162,14274,22.572727272727274,1,-0.6925745571428571,74.45940142857144,0.6868740999999999,16.10090909090909
163,14275,25.163636363636364,1,0.21170601428571428,81.69364714285715,0.5187310714285714,17.914545454545454
164,14277,45.81818181818182,1,-0.24332730909090908,78.0533809090909,0.6484632545454546,32.37272727272727
165,14279,25.2,1,0.1768253714285714,81.41460285714285,0.46039768571428574,17.939999999999998
166,14280,25.9,1,-0.3565823414285714,77.14734142857142,0.6355216285714286,18.43
167,14286,49.04545454545455,1,0.0920780818181818,80.73662636363636,0.503335209090909,34.631818181818176
168,14287,25.836363636363636,1,0.49525842285714283,83.96206857142856,0.3337953514285714,18.385454545454543
